gene,class
KCNQ5,Neuro-In
RP11-384F7.2,Neuro-In
UNC5D,Neuro-In
PAM,Neuro-In
TMEFF2,Neuro-In
GRIA4,Neuro-In
ANKRD261,Neuro-In
NKAIN3,Neuro-In
SLC44A5,Neuro-In
SERPINI1,Neuro-In
TRHDE,Neuro-In
DAAM11,Neuro-In
RBFOX21,Neuro-In
NTN4,Neuro-In
ANO4,Neuro-In
GNG4,Neuro-In
SRGAP1,Neuro-In
GRIA3,Neuro-In
DNM1,Neuro-In
INPP5F1,Neuro-In
WWP1,Neuro-In
KCNQ1OT1,Neuro-In
MACROD2,Neuro-In
MAP24,Neuro-In
NCAM11,Neuro-In
CHL1,Neuro-In
CACNA1D,Neuro-In
COL11A1,Neuro-In
ATRNL1,Neuro-In
KMT2A,Neuro-In
FRRS1L1,Neuro-In
MCC,Neuro-In
LSAMP,Neuro-In
RIMBP2,Neuro-In
IL1RAPL1,Neuro-In
LINC009662,Neuro-In
ATP8A2,Neuro-In
PCSK2,Neuro-In
NR3C2,Neuro-In
SNED1,Neuro-In
PCDH11Y,Neuro-In
CAMTA1,Neuro-In
GRIA41,Neuro-In
PLPPR1,Neuro-In
HS6ST3,Neuro-In
NRG3,Neuro-In
CNTNAP5,Neuro-In
CEMIP,Neuro-In
PIP5K1B,Neuro-In
EVL2,Neuro-In
RP11-297M9.2,Neuro-In
LINC00693,Neuro-In
SGK1,Neuro-In
PDGFD,Neuro-In
APLP2,Neuro-In
TNIK,Neuro-In
CACNA2D1,Neuro-In
UBASH3B,Neuro-In
RYR1,Neuro-In
CACNA2D3,Neuro-In
MYT1L2,Neuro-In
RASSF8,Neuro-In
MAN1A1,Neuro-In
SATB1-AS1,Neuro-In
INPP5F,Neuro-In
NRXN2,Neuro-In
SEZ6L,Neuro-In
RGS6,Neuro-In
TIAM1,Neuro-In
LRRFIP11,Neuro-In
NRXN11,Neuro-In
CACNA1B,Neuro-In
MCTP1,Neuro-In
UNC13C,Neuro-In
PPARGC1A,Neuro-In
PITPNC1,Neuro-In
MAGI1,Neuro-In
MYT1L3,Neuro-In
ATP1B1,Neuro-In
OLFM3,Neuro-In
PRR16,Neuro-In
NFIB,Neuro-In
BCL11A,Neuro-In
LINC005993,Neuro-In
KIAA11071,Neuro-In
CDH4,Neuro-In
ARNT2,Neuro-In
HPCAL1,Neuro-In
RPH3A,Neuro-In
UNC802,Neuro-In
KCND3,Neuro-In
PEX5L,Neuro-In
MAP3K5,Neuro-In
NETO1,Neuro-In
CACNG82,Neuro-In
CLVS1,Neuro-In
GOLIM4,Neuro-In
LARGE,Neuro-In
PWAR63,Neuro-In
KCNC21,Neuro-In
MTSS1,Neuro-In
ZNF804B,Neuro-In
TMSB4X,Neuro-In
SYP2,Neuro-In
ATP1A3,Neuro-In
SAT1,Neuro-In
CDH8,Neuro-In
CADPS2,Neuro-In
HSP90AB1,Neuro-In
ENOX1,Neuro-In
PALLD,Neuro-In
KCNH7,Neuro-In
PDZRN4,Neuro-In
CHD52,Neuro-In
TSPYL21,Neuro-In
HMP19,Neuro-In
HDAC9,Neuro-In
DCC,Neuro-In
HCN1,Neuro-In
AHI1,Neuro-In
RUNX1T1,Neuro-In
SPTAN1,Neuro-In
LINC005994,Neuro-In
RARB,Neuro-In
GABRD,Neuro-In
PDE4B,Neuro-In
GRIA34,Neuro-In
SCN2A3,Neuro-In
CNTN3,Neuro-In
ADRBK2,Neuro-In
EDIL3,Neuro-In
GNAL,Neuro-In
LPCAT4,Neuro-In
AHI13,Neuro-In
ZNF292,Neuro-In
CCSER1,Neuro-In
B4GALT6,Neuro-In
GRM8,Neuro-In
CELF42,Neuro-In
USP11,Neuro-In
NRXN1,Neuro-In
GRM5,Neuro-In
MPPED1,Neuro-In
TRANK1,Neuro-In
SCAMP5,Neuro-In
TTC28,Neuro-In
ADAMTSL3,Neuro-In
CNTN6,Neuro-In
KIAA1107,Neuro-In
GRIN12,Neuro-In
ADGRB3,Neuro-In
TMEM66,Neuro-In
PRKG1,Neuro-In
PTPRN2,Neuro-In
ARL6IP1,Neuro-In
SLC35F4,Neuro-In
NBEA,Neuro-In
PRKD1,Neuro-In
EXT1,Neuro-In
LRRFIP1,Neuro-In
KIAA1324,Neuro-In
ANKRD36,Neuro-In
FAM65B,Neuro-In
GABRG2,Neuro-In
CLSTN2,Neuro-In
DMD,Neuro-In
NEGR11,Neuro-In
TMEM132B,Neuro-In
PTPRO,Neuro-In
PRKCB,Neuro-In
FMN1,Neuro-In
LANCL1,Neuro-In
ADAMTS19,Neuro-In
GRIN2B,Neuro-In
TSPYL2,Neuro-In
PNMA2,Neuro-In
HMBOX1,Neuro-In
CCNI,Neuro-In
AK5,Neuro-In
MAML3,Neuro-In
SYN2,Neuro-In
TMEM108,Neuro-In
DAPK1,Neuro-In
MAN1A21,Neuro-In
CAMTA11,Neuro-In
BICD1,Neuro-In
GALNT13,Neuro-In
NEBL,Neuro-In
LIMCH1,Neuro-In
CACNA1A,Neuro-In
PRNP,Neuro-In
OPCML,Neuro-In
GRIA2,Neuro-In
ATCAY,Neuro-In
RBFOX2,Neuro-In
STARD13,Neuro-In
PCDH17,Neuro-In
DOK5,Neuro-In
CTNNA2,Neuro-In
DLGAP11,Neuro-In
ANKRD12,Neuro-In
LRRC7,Neuro-In
PPIP5K2,Neuro-In
TUBB2A,Neuro-In
FOXG1,Neuro-In
GABRB1,Neuro-In
KCNJ3,Neuro-In
ITM2C,Neuro-In
TRPC5,Neuro-In
4-Mar,Neuro-In
PDE1C,Neuro-In
FXYD6,Neuro-In
CLSTN3,Neuro-In
RNF180,Neuro-In
ZNF608,Neuro-In
PARM1,Neuro-In
RIMS22,Neuro-In
OIP5-AS1,Neuro-In
CDC5L,Neuro-In
PPM1E,Neuro-In
GRIN11,Neuro-In
SRRM42,Neuro-In
CDK14,Neuro-In
RP11-766N7.3,Neuro-In
ATP2B21,Neuro-In
GRIN2B2,Neuro-In
KIF1A,Neuro-In
CAMK2D,Neuro-In
NTRK2,Neuro-In
SPTBN42,Neuro-In
SLC12A5,Neuro-In
PCDH7,Neuro-In
GPR155,Neuro-In
KCNQ3,Neuro-In
NPTXR,Neuro-In
ANKRD30BL,Neuro-In
ZBTB16,Neuro-In
TERF2IP,Neuro-In
IGSF11,Neuro-In
OSBPL6,Neuro-In
KIF21A,Neuro-In
SRRM4,Neuro-In
RIMS2,Neuro-In
DGKG,Neuro-In
LRRN3,Neuro-In
ABI1,Neuro-In
LINC01122,Neuro-In
KIAA1456,Neuro-In
MYT1L,Neuro-In
CACNA1E,Neuro-In
NCALD,Neuro-In
TLN2,Neuro-In
ATRX,Neuro-In
AFF2,Neuro-In
PDE8B,Neuro-In
RP5-921G16.1,Neuro-In
GPC6,Neuro-In
PCLO4,Neuro-In
DGKB,Neuro-In
SUSD4,Neuro-In
CDHR3,Neuro-In
DLGAP2,Neuro-In
NELL1,Neuro-In
FHOD3,Neuro-In
GABRB2,Neuro-In
AUTS2,Neuro-In
CCDC136,Neuro-In
MEF2C5,Neuro-In
PLCB4,Neuro-In
SLC25A12,Neuro-In
NIPAL3,Neuro-In
FAM110B,Neuro-In
SHANK2,Neuro-In
OSBPL3,Neuro-In
PACRG,Neuro-In
KCTD16,Neuro-In
AC005592.2,Neuro-In
NCAM1,Neuro-In
PARK2,Neuro-In
MTUS1,Neuro-In
MAP25,Neuro-In
U91319.1,Neuro-In
PPM1K,Neuro-In
TMEM130,Neuro-In
KIF3A,Neuro-In
MPP6,Neuro-In
SLC35F1,Neuro-In
CORO6,Neuro-In
LRFN5,Neuro-In
OSBPL8,Neuro-In
ELAVL3,Neuro-In
SARAF,Neuro-In
MAP1B,Neuro-In
UNC5C,Neuro-In
SUPT3H,Neuro-In
FAM135B,Neuro-In
DKK31,Neuro-In
PDE7B,Neuro-In
MAN1A2,Neuro-In
NPTXR1,Neuro-In
FAR2,Neuro-In
FARP1,Neuro-In
KIFAP3,Neuro-In
PWAR64,Neuro-In
AP001347.6,Neuro-In
ARHGAP20,Neuro-In
ZNF385B,Neuro-In
SLC22A17,Neuro-In
NMNAT2,Neuro-In
PGM2L1,Neuro-In
BCL2,Neuro-In
CACNA1C,Neuro-In
IQCJ-SCHIP1,Neuro-In
KHDRBS2,Neuro-In
KCNT1,Neuro-In
NAV2,Neuro-In
THY1,Neuro-In
MAGI3,Neuro-In
EEPD1,Neuro-In
MAST4,Neuro-In
GOT1,Neuro-In
ETV6,Neuro-In
CHD5,Neuro-In
KCNQ1OT12,Neuro-In
DOK6,Neuro-In
CELF4,Neuro-In
CPLX2,Neuro-In
LINC00461,Neuro-In
SH3PXD2A,Neuro-In
SLC8A1,Neuro-In
MIR99AHG,Neuro-In
RNF150,Neuro-In
PTPN13,Neuro-In
CDR2,Neuro-In
RNPC3,Neuro-In
ERC2,Neuro-In
LARP1,Neuro-In
EFR3B,Neuro-In
DCLK1,Neuro-In
AC007563.5,Neuro-In
EPHA3,Neuro-In
SETBP1,Neuro-In
SH3RF3,Neuro-In
PHYHIPL,Neuro-In
MLLT3,Neuro-In
KCNJ6,Neuro-In
ARHGEF3,Neuro-In
UCHL1,Neuro-In
PLEKHA5,Neuro-In
KCNB2,Neuro-In
GPHN,Neuro-In
REEP1,Neuro-In
PRICKLE2,Neuro-In
PAK3,Neuro-In
FLRT2,Neuro-In
BRINP2,Neuro-In
SPOCK1,Neuro-In
ADCY1,Neuro-In
SCN3A,Neuro-In
CDH10,Neuro-In
SMARCA2,Neuro-In
DKK3,Neuro-In
MAPK4,Neuro-In
PKNOX2,Neuro-In
NRG1,Neuro-In
CLIP4,Neuro-In
MIR181A1HG,Neuro-In
SLC2A13,Neuro-In
RAB2A,Neuro-In
NTRK3,Neuro-In
SORBS2,Neuro-In
FUT9,Neuro-In
CSMD2,Neuro-In
MAP2,Neuro-In
ANKRD36C,Neuro-In
KCNMB4,Neuro-In
SPAG16,Neuro-In
KCNMA1,Neuro-In
DOCK3,Neuro-In
PRKCE,Neuro-In
RALGAPA2,Neuro-In
IDS,Neuro-In
ITM2B,Neuro-In
RGS7,Neuro-In
CTTNBP2,Neuro-In
OSBPL1A,Neuro-In
ANKS1A,Neuro-In
TMEM178B,Neuro-In
DOCK9,Neuro-In
KCNIP4,Neuro-In
CYP46A1,Neuro-In
RYR2,Neuro-In
KIDINS220,Neuro-In
CLVS2,Neuro-In
ANKH,Neuro-In
KCNH5,Neuro-In
NDST3,Neuro-In
SCG5,Neuro-In
VSNL1,Neuro-In
NDFIP1,Neuro-In
MPDZ,Neuro-In
NDRG4,Neuro-In
NGFRAP1,Neuro-In
1-Mar,Neuro-In
SYN3,Neuro-In
LCORL,Neuro-In
RAPGEF4,Neuro-In
THRB,Neuro-In
SAMD4A,Neuro-In
NCOA2,Neuro-In
GRIN1,Neuro-In
TTBK2,Neuro-In
GPR137C,Neuro-In
TMTC2,Neuro-In
TRAF3IP2-AS1,Neuro-In
NEDD4L,Neuro-In
RNF175,Neuro-In
ESRRG,Neuro-In
CACNB4,Neuro-In
PTPRS,Neuro-In
RTN3,Neuro-In
FRY,Neuro-In
GALNT18,Neuro-In
PLPPR4,Neuro-In
WASF3,Neuro-In
LRRC8B,Neuro-In
ITFG1,Neuro-In
ZEB1,Neuro-In
NEGR1,Neuro-In
ELMOD1,Neuro-In
CLEC16A,Neuro-In
REEP5,Neuro-In
KIAA1109,Neuro-In
PTPRG,Neuro-In
NALCN,Neuro-In
PLCB1,Neuro-In
FNDC3A,Neuro-In
ADGRL2,Neuro-In
SLC38A1,Neuro-In
GARNL3,Neuro-In
CACNG3,Neuro-In
MGAT5,Neuro-In
ACTG1,Neuro-In
CANX,Neuro-In
SH3GL3,Neuro-In
SIPA1L1,Neuro-In
NDUFA4,Neuro-In
CUX2,Neuro-In
RP11-382A20.3,Neuro-In
PRKCA,Neuro-In
SHC3,Neuro-In
MAP1A,Neuro-In
CAMK2N1,Neuro-In
CCDC91,Neuro-In
PTPRB,Neuro-In
ITSN1,Neuro-In
HECTD2,Neuro-In
DAAM1,Neuro-In
HECW2,Neuro-In
ARHGAP5,Neuro-In
ZNF483,Neuro-In
ZCCHC11,Neuro-In
OXCT1,Neuro-In
UBA6-AS1,Neuro-In
BEX1,Neuro-In
CAMKV,Neuro-In
KCNH1,Neuro-In
MMP16,Neuro-In
MAP7D2,Neuro-In
LUZP1,Neuro-In
MIAT,Neuro-In
RANBP17,Neuro-In
INPP4A,Neuro-In
MBOAT2,Neuro-In
SCLT1,Neuro-In
TFDP2,Neuro-In
PHF14,Neuro-In
HSD17B12,Neuro-In
CEP112,Neuro-In
FRRS1L,Neuro-In
ATP6V1A,Neuro-In
RASA1,Neuro-In
RCAN2,Neuro-In
ST8SIA1,Neuro-In
SPATS2L,Neuro-In
LINC00657,Neuro-In
CYFIP2,Neuro-In
NSF,Neuro-In
SPECC1,Neuro-In
ARHGAP44,Neuro-In
ATP5B,Neuro-In
GAS7,Neuro-In
RASAL2,Neuro-In
EVL,Neuro-In
NPAS2,Neuro-In
BEND6,Neuro-In
GIT2,Neuro-In
PDS5B,Neuro-In
TUBA1A,Neuro-In
AKAP6,Neuro-In
AMMECR1,Neuro-In
FAM189A1,Neuro-In
GLG1,Neuro-In
PHTF1,Neuro-In
6-Mar,Neuro-In
CACNB2,Neuro-In
GPR158,Neuro-In
ABLIM2,Neuro-In
MDH1,Neuro-In
SLC6A17,Neuro-In
RNF157,Neuro-In
DSCAML1,Neuro-In
GRID1,Neuro-In
TRIO,Neuro-In
LRRTM3,Neuro-In
HSP90B1,Neuro-In
SYP,Neuro-In
GAPDH,Neuro-In
PTPRJ,Neuro-In
EPHA5,Neuro-In
MARK1,Neuro-In
BLCAP,Neuro-In
BACH2,Neuro-In
MICU1,Neuro-In
NF1,Neuro-In
AEBP2,Neuro-In
ABR,Neuro-In
C16orf45,Neuro-In
SPTBN4,Neuro-In
RGS7BP,Neuro-In
FAIM2,Neuro-In
PTPN4,Neuro-In
ALDOA,Neuro-In
DDX24,Neuro-In
ARID5B,Neuro-In
CACNG2,Neuro-In
RUNDC3B,Neuro-In
TMEM59L,Neuro-In
SAMD12,Neuro-In
CERS6,Neuro-In
COG5,Neuro-In
HSP90AA1,Neuro-In
FAM168A,Neuro-In
MEG8,Neuro-In
TTTY14,Neuro-In
DANT2,Neuro-In
PAIP2,Neuro-In
EEA1,Neuro-In
ATP6V0A1,Neuro-In
PLEKHA1,Neuro-In
WSB1,Neuro-In
AC034220.3,Neuro-In
USP22,Neuro-In
PKN2,Neuro-In
SLC4A8,Neuro-In
CALM3,Neuro-In
AIG1,Neuro-In
SLCO3A1,Neuro-In
HIVEP3,Neuro-In
AES,Neuro-In
NAP1L1,Neuro-In
PRKAR2A,Neuro-In
SRRM3,Neuro-In
RNF24,Neuro-In
ELAVL4,Neuro-In
TPST1,Neuro-In
DYNLL2,Neuro-In
GABBR1,Neuro-In
RPL37A,Neuro-In
TNRC6A,Neuro-In
GFOD1,Neuro-In
ITPR1,Neuro-In
SSBP2,Neuro-In
STXBP5-AS1,Neuro-In
CSRNP3,Neuro-In
AFF3,Neuro-In
SPIN1,Neuro-In
VWA8,Neuro-In
EPB41L3,Neuro-In
MGEA5,Neuro-In
ATG7,Neuro-In
MYCBP2,Neuro-In
DENND5B,Neuro-In
NLGN4Y,Neuro-In
TMEM232,Neuro-In
FAM19A5,Neuro-In
SCAI,Neuro-In
TSC22D1,Neuro-In
SYT11,Neuro-In
KHDRBS3,Neuro-In
SULT4A1,Neuro-In
EML6,Neuro-In
COX4I1,Neuro-In
APBA1,Neuro-In
SH3KBP1,Neuro-In
LIN7A,Neuro-In
CELF5,Neuro-In
TTN-AS1,Neuro-In
NR2F1-AS1,Neuro-In
WNK2,Neuro-In
MAP9,Neuro-In
RPS6KA3,Neuro-In
METTL15,Neuro-In
SCN8A,Neuro-In
KLC1,Neuro-In
ARL15,Neuro-In
AUH,Neuro-In
ATP1A1,Neuro-In
ATP6V1B2,Neuro-In
RPL34,Neuro-In
GNB1,Neuro-In
CLTC,Neuro-In
TLK1,Neuro-In
ODF2L,Neuro-In
LRRFIP2,Neuro-In
PJA2,Neuro-In
PDXK,Neuro-In
NPTN,Neuro-In
YWHAB,Neuro-In
MAGED1,Neuro-In
CDK8,Neuro-In
PREPL,Neuro-In
PLD3,Neuro-In
CAP2,Neuro-In
BEX2,Neuro-In
ZYG11B,Neuro-In
PRKAR2B,Neuro-In
HOOK3,Neuro-In
G3BP2,Neuro-In
NAPB,Neuro-In
LINC00599,Neuro-In
PEBP1,Neuro-In
MPHOSPH8,Neuro-In
MORF4L2,Neuro-In
EPB41L1,Neuro-In
ADAM22,Neuro-In
RAB6B,Neuro-In
DOPEY1,Neuro-In
REPS1,Neuro-In
SMYD3,Neuro-In
AMPH,Neuro-In
ASTN1,Neuro-In
FAM49A,Neuro-In
RTF1,Neuro-In
TCEAL2,Neuro-In
ADK,Neuro-In
PDZRN3,Neuro-In
LONRF2,Neuro-In
MOBP,Oligo
CNP,Oligo
MOBP8,Oligo
C10ORF90,Oligo
PLP1,Oligo
ST18,Oligo
MIR219-2,Oligo
MBP7,Oligo
SH3TC2,Oligo
ERMN,Oligo
RNF220,Oligo
MBP6,Oligo
PLP19,Oligo
CNDP1,Oligo
SLC44A1,Oligo
CTNNA3,Oligo
CERCAM,Oligo
CERCAM1,Oligo
LDB3,Oligo
CLDN11,Oligo
MBP,Oligo
TF1,Oligo
CDK181,Oligo
RP11-404G16.2,Oligo
CDH19,Oligo
TMEM144,Oligo
TF,Oligo
MOBP7,Oligo
ST181,Oligo
SOX2-OT,Oligo
MIR219A2,Oligo
SLC44A17,Oligo
MOG1,Oligo
FOLH1,Oligo
TTLL74,Oligo
TMEM1441,Oligo
SLC5A11,Oligo
KLK6,Oligo
CLDND11,Oligo
TMEM63A1,Oligo
RHOU,Oligo
CNTN2,Oligo
DST5,Oligo
CDK19,Oligo
GPM6B4,Oligo
SCD1,Oligo
ADAMTS18,Oligo
FRMD4B,Oligo
SCD,Oligo
PLEKHH11,Oligo
SGK2,Oligo
ERBB3,Oligo
TTLL7,Oligo
LINC00609,Oligo
MOG,Oligo
MIR219-21,Oligo
TMEM206,Oligo
MYRF,Oligo
DOCK5,Oligo
CCP1105,Oligo
MAG,Oligo
ENPP2,Oligo
APLP14,Oligo
CARNS11,Oligo
TTL,Oligo
CLCA4,Oligo
OPALIN,Oligo
PTGDS9,Oligo
SLAIN1,Oligo
PIP4K2A,Oligo
QDPR,Oligo
PXK1,Oligo
PEX5L,Oligo
MAP7,Oligo
KCNH8,Oligo
Sep-74,Oligo
TTLL75,Oligo
C5ORF64,Oligo
TMEM165,Oligo
QKI,Oligo
TMEM1651,Oligo
SLC24A2,Oligo
CYB5R2,Oligo
MAN2A1,Oligo
LINC01608,Oligo
PLEKHH1,Oligo
CCDC88A3,Oligo
RAPGEF5,Oligo
HHIP,Oligo
EDIL3,Oligo
CLDND12,Oligo
CLMN,Oligo
CDK18,Oligo
CARNS1,Oligo
LAMP2,Oligo
SLC44A18,Oligo
HSPA2,Oligo
CRYAB,Oligo
GPRC5B1,Oligo
SYNJ2,Oligo
RHBDL2,Oligo
PAIP2B,Oligo
KIAA15984,Oligo
ASPA1,Oligo
MOSPD2,Oligo
AC018647.3,Oligo
UGT8,Oligo
DOCK10,Oligo
ABCA2,Oligo
ZKSCAN1,Oligo
PRUNE2,Oligo
ANLN,Oligo
CNDP11,Oligo
FOXN2,Oligo
GJB1,Oligo
SEPP1,Oligo
DOCK51,Oligo
LINC00844,Oligo
C10orf90,Oligo
PTMA4,Oligo
CLDN111,Oligo
COL4A5,Oligo
LPAR1,Oligo
ABCA8,Oligo
PDE8A,Oligo
MAL,Oligo
ABCA21,Oligo
CLDND1,Oligo
ASPA,Oligo
SHTN1,Oligo
PTGDS8,Oligo
AC012593.1,Oligo
TRIM2,Oligo
PRDM8,Oligo
SHROOM4,Oligo
QKI3,Oligo
FRMD4B1,Oligo
GPD1,Oligo
BCAS1,Oligo
FRMD5,Oligo
TMTC2,Oligo
PCDH94,Oligo
Sep-75,Oligo
TTLL7-IT1,Oligo
APLP1,Oligo
PHLPP1,Oligo
FTH15,Oligo
SPP11,Oligo
MYO1D,Oligo
RP11-597D13.7,Oligo
DPYD,Oligo
AMER2,Oligo
WSB12,Oligo
CA14,Oligo
CREB5,Oligo
IL1RAPL1,Oligo
KIAA15985,Oligo
TUBA1A,Oligo
ZNF488,Oligo
HAPLN2,Oligo
ICK,Oligo
C21ORF91,Oligo
NCKAP5,Oligo
MAP71,Oligo
DBNDD2,Oligo
PLCL1,Oligo
ELOVL1,Oligo
4-Sep,Oligo
QKI4,Oligo
PLEKHG3,Oligo
NINJ2,Oligo
NEAT18,Oligo
MARCKSL1,Oligo
CD22,Oligo
FA2H,Oligo
PXK,Oligo
CRYAB1,Oligo
SEPP11,Oligo
SFRP1,Oligo
PCSK6,Oligo
PTGDS,Oligo
PCDH95,Oligo
AC012494.1,Oligo
PPP1R14A1,Oligo
STRN,Oligo
,Oligo
PLD1,Oligo
RNASE1,Oligo
RTN43,Oligo
SNX22,Oligo
TRIM59,Oligo
PDE4B,Oligo
SRRM1,Oligo
TUBB4A,Oligo
LINC00320,Oligo
PTK2,Oligo
ENPP21,Oligo
PPP1R16B,Oligo
SLCO1A2,Oligo
ARHGAP211,Oligo
SHC4,Oligo
TULP4,Oligo
SUN2,Oligo
CNTN21,Oligo
IPO13,Oligo
KLHL32,Oligo
DST4,Oligo
CRYAB2,Oligo
ZDHHC9,Oligo
GPR37,Oligo
FRYL,Oligo
MAP4K41,Oligo
PAPSS1,Oligo
MAP6D1,Oligo
BAZ2B6,Oligo
DYNC1I2,Oligo
KIF6,Oligo
ELMO1,Oligo
APLP15,Oligo
LINC00486,Oligo
RP5-907C10.3,Oligo
PDE1C,Oligo
AATK,Oligo
C8ORF46,Oligo
TMEM235,Oligo
PPP2R2B,Oligo
SPP1,Oligo
ZFYVE161,Oligo
CTC-529P8.1,Oligo
FAM107B,Oligo
ERBB2IP,Oligo
KIAA09304,Oligo
CNP1,Oligo
TMEM64,Oligo
CCP110,Oligo
HIP1,Oligo
PPP1R14A,Oligo
PIP4K2A1,Oligo
REEP3,Oligo
CDH1,Oligo
BCAS11,Oligo
FAM222A,Oligo
HN1L,Oligo
GSN,Oligo
GLTP,Oligo
TGFA,Oligo
GAB1,Oligo
KTN11,Oligo
GPM6B5,Oligo
PRKCQ-AS1,Oligo
APOD,Oligo
PHLDB11,Oligo
BACE1,Oligo
PTPDC1,Oligo
GPRC5B,Oligo
FMNL22,Oligo
BCHE,Oligo
PSEN1,Oligo
NDRG1,Oligo
NASP1,Oligo
RNF13,Oligo
KCNJ2,Oligo
ZFYVE16,Oligo
SLCO1A21,Oligo
ABCG1,Oligo
LINC00639,Oligo
ZEB2,Oligo
PHLDB1,Oligo
FAM178A,Oligo
PPAP2C,Oligo
PIEZO2,Oligo
TCF12,Oligo
FRYL1,Oligo
NT5DC1,Oligo
LHFPL3,Oligo
SIK3,Oligo
RDX,Oligo
CCP1106,Oligo
CNTNAP4,Oligo
SORT1,Oligo
MTUS11,Oligo
ATP10B,Oligo
MAP4K4,Oligo
CSRP1,Oligo
MYRF1,Oligo
AC007163.3,Oligo
RTKN,Oligo
DLG14,Oligo
7-Sep,Oligo
SOX8,Oligo
HIPK2,Oligo
ARAP2,Oligo
SECISBP2L,Oligo
ENPP4,Oligo
RAB33A,Oligo
FMNL2,Oligo
ERBB31,Oligo
RP3-399L15.3,Oligo
LRP2,Oligo
SLCO3A1,Oligo
ZNF708,Oligo
POGK,Oligo
S1PR5,Oligo
SPOCK3,Oligo
HNRNPA2B1,Oligo
FNBP13,Oligo
PKP4,Oligo
ANO4,Oligo
AATK1,Oligo
KIF13B,Oligo
FAM124A,Oligo
UNC5C,Oligo
C9ORF85,Oligo
