gene,class
LMCD1-AS1,Oligo
MTUS1,Oligo
KNOP1,Oligo
RP11-26M5.3,Oligo
SH3D19,Oligo
GOLGA4,Oligo
FUT8,Oligo
PCDH9,Oligo
TMEM63A,Oligo
GLUL3,Oligo
LANCL1,Oligo
ALCAM,Oligo
ANKRD36C,Oligo
LINC00463,Oligo
PLLP,Oligo
SH3GL3,Oligo
ERBB2IP1,Oligo
ITGA2,Oligo
FNBP12,Oligo
MYO61,Oligo
OLIG1,Oligo
SRCIN1,Oligo
SCD5,Oligo
ZEB21,Oligo
CBR1,Oligo
RNF144A,Oligo
TMEFF2,Oligo
GLUL2,Oligo
AKAP9,Oligo
ZNF536,Oligo
NEAT17,Oligo
EDIL31,Oligo
MATN2,Oligo
MTURN,Oligo
JAM3,Oligo
NDRG22,Oligo
ATP8A1,Oligo
PRRG1,Oligo
SOX2-OT1,Oligo
PIK3C2B,Oligo
KLHL4,Oligo
DLG1,Oligo
FIS1,Oligo
TMEM98,Oligo
SLC22A15,Oligo
KIDINS2201,Oligo
PPP2R3A,Oligo
1-Mar,Oligo
PRUNE21,Oligo
RP11-1055B8.3,Oligo
GOLGA7,Oligo
FBXL7,Oligo
CALD1,Oligo
ZNF24,Oligo
RP11-298D21.1,Oligo
PDE1C1,Oligo
HBS1L,Oligo
RBP7,Oligo
GRM3,Oligo
ANKRD122,Oligo
TALDO1,Oligo
LGI3,Oligo
DLC1,Oligo
AMER21,Oligo
TSEN15,Oligo
RP11-862L9.2,Oligo
TUBA1A1,Oligo
TMEM125,Oligo
NKTR,Oligo
IGSF8,Oligo
AGAP1,Oligo
ZDHHC20,Oligo
ANAPC51,Oligo
HSD17B4,Oligo
APBB2,Oligo
OSBPL1A,Oligo
RP11-397C12.1,Oligo
RP11-946L20.2,Oligo
DIP2B,Oligo
GATAD11,Oligo
SFRP4,Oligo
HAGLR,Oligo
TRIM21,Oligo
IKZF5,Oligo
AOX3P,Oligo
DICER1,Oligo
GALNT5,Oligo
TMTC4,Oligo
TJP1,Oligo
KCNQ1OT16,Oligo
CDR2L,Oligo
SEC14L5,Oligo
FNBP1,Oligo
LAMP21,Oligo
YWHAQ,Oligo
OLIG2,Oligo
PTBP2,Oligo
DNAJB2,Oligo
LINC01299,Oligo
ANKIB1,Oligo
PTK21,Oligo
ZNF146,Oligo
CLK1,Oligo
SIRT2,Oligo
RP1-223B1.1,Oligo
DSCAML1,Oligo
PTPRD2,Oligo
ENOPH1,Oligo
8-Sep,Oligo
AHR,Oligo
RAB40B,Oligo
DST,Oligo
QDPR1,Oligo
MOB3B,Oligo
DUSP10,Oligo
DNM3,Oligo
SORT11,Oligo
KIF13A,Oligo
KCNK10,Oligo
PTPRK,Oligo
COL16A1,Oligo
STK39,Oligo
DMRT2,Oligo
NEAT1,Oligo
MAP4K5,Oligo
BOK,Oligo
CDH20,Oligo
RBPJ,Oligo
RP13-93L13.2,Oligo
PTMA5,Oligo
GPSM2,Oligo
AK5,Oligo
NTM5,Oligo
GCA,Oligo
BMP8B,Oligo
GPM6B,Oligo
MVB12B,Oligo
TPPP,Oligo
SGK1,Oligo
ALCAM1,Oligo
SEMA6A,Oligo
PVRL1,Oligo
RDX1,Oligo
SRP72P2,Oligo
DFNB31,Oligo
ARAP21,Oligo
RP11-481J8.3,Oligo
LARP6,Oligo
CCDC88A,Oligo
GPRC5B2,Oligo
TCP11L2,Oligo
PRR18,Oligo
DNAJC6,Oligo
GNAI1,Oligo
FANCB,Oligo
BAZ2B,Oligo
FAM134B,Oligo
RP11-35N6.1,Oligo
COBL,Oligo
SNX6,Oligo
C9ORF3,Oligo
RNF130,Oligo
ALAD,Oligo
CAPN3,Oligo
MYO6,Oligo
ZNF607,Oligo
NIPAL3,Oligo
ZBTB20,Oligo
PAPL,Oligo
ATG4C,Oligo
PLXDC2,Oligo
LIMCH1,Oligo
GPR62,Oligo
FHIT,Oligo
SEMA6A-AS1,Oligo
RP1-301L19.1,Oligo
NUDT16,Oligo
TMCC2,Oligo
ANK3,Oligo
GSKIP,Oligo
NFASC,Oligo
ARHGAP21,Oligo
CLEC12B,Oligo
CD9,Oligo
NCAM2,Oligo
FAM126A,Oligo
FAM84B,Oligo
NKAIN2,Oligo
LINC01411,Oligo
TMC7,Oligo
PDE1A,Oligo
ZNF281,Oligo
RP11-81H3.2,Oligo
HSP90AA1,Oligo
RMND5A,Oligo
ABHD17B,Oligo
NPAS3,Oligo
LACC1,Oligo
THBS2,Oligo
DLG2,Oligo
C1GALT1,Oligo
FEZ1,Oligo
RERE,Oligo
LRRC63,Oligo
CDC42BPA,Oligo
DHCR24,Oligo
HSD11B1,Oligo
APP,Oligo
RP11-352M15.2,Oligo
TBC1D5,Oligo
ANKRD65,Oligo
CFL2,Oligo
UBE2E2,Oligo
RP11-259K15.2,Oligo
CA10,Oligo
FAF1,Oligo
RP11-468H14.2,Oligo
LRRC8D,Oligo
HECW2,Oligo
RP11-50D16.4,Oligo
AUTS2,Oligo
KIF2A,Oligo
NEK7,Oligo
WDPCP,Oligo
KIAA1598,Oligo
PRRC2C,Oligo
ASUN,Oligo
PDE6B,Oligo
KIF1B,Oligo
STEAP1B,Oligo
RBM25,Oligo
TYMSOS,Oligo
DDX17,Oligo
LHPP,Oligo
RP11-143A12.3,Oligo
ANKRD12,Oligo
GALNT6,Oligo
ZNF585B,Oligo
KLRC2,Oligo
SRPK2,Oligo
AGA,Oligo
PLA2G16,Oligo
DPYSL2,Oligo
SWT1,Oligo
KMT2E,Oligo
FAM229B,Oligo
KCNMB4,Oligo
NAALADL2,Oligo
AMD1,Oligo
RP5-1039K5.19,Oligo
CACNA2D1,Oligo
RP11-411K7.1,Oligo
SCHIP1,Oligo
PPP1R9A,Oligo
PCA3,Oligo
TSPAN5,Oligo
SERINC5,Oligo
NLK,Oligo
NXPE3,Oligo
PHIP,Oligo
ANKRD18A,Oligo
FAM221A,Oligo
DTNB,Oligo
BRCA1,Oligo
XYLT1,Oligo
BOD1L1,Oligo
CFAP20,Oligo
CMTM5,Oligo
KIRREL3,Oligo
FAM122B,Oligo
SMOC1,Oligo
PPP1R8,Oligo
IP6K3,Oligo
DYNC1LI2,Oligo
SLC12A2,Oligo
PWWP2A,Oligo
KIAA1244,Oligo
HIST1H2AC,Oligo
COL9A3,Oligo
C10ORF107,Oligo
FGF1,Oligo
SNX30,Oligo
RP11-267C16.1,Oligo
GRHPR,Oligo
CPOX,Oligo
SLC35A5,Oligo
WNK1,Oligo
YEATS2-AS1,Oligo
NIPAL4,Oligo
CUTC,Oligo
LINC01549,Oligo
ADIPOR2,Oligo
LPGAT1,Oligo
ZSWIM5P2,Oligo
RASAL1,Oligo
LGR5,Oligo
TTYH2,Oligo
LURAP1L-AS1,Oligo
CA2,Oligo
CPB2-AS1,Oligo
OTUD6B,Oligo
ZCCHC24,Oligo
TJP2,Oligo
ENPP6,Oligo
C12ORF76,Oligo
TYMS,Oligo
VEZF1,Oligo
RP11-1023L17.1,Oligo
NUCKS1,Oligo
NACAD,Oligo
SEMA4D,Oligo
LINC01099,Oligo
PHACTR3,Oligo
AC026271.5,Oligo
KIZ,Oligo
STMN4,Oligo
SNX1,Oligo
MYOT,Oligo
TPPP3,Oligo
AZGP1,Oligo
PEPD,Oligo
PRCD,Oligo
AIF1L,Oligo
TP53INP2,Oligo
FAM192A,Oligo
ADCY5,Oligo
RP11-1018N14.2,Oligo
ZNF559,Oligo
CEP97,Oligo
MIR181A1HG,Oligo
CTC-203F4.2,Oligo
CHCHD4,Oligo
B3GNT7,Oligo
PPP2R2A,Oligo
LINC00870,Oligo
CTD-2380F24.1,Oligo
ADSS,Oligo
KLHL2,Oligo
WIPF1,Oligo
KIAA1324L,Oligo
AC011243.1,Oligo
RP11-161M6.2,Oligo
ACTL6A,Oligo
AC005220.3,Oligo
MIF4GD,Oligo
HAS2,Oligo
CD2BP2,Oligo
HMSD,Oligo
MMACHC,Oligo
PDGFRA,Oligo
BEST1,Oligo
PLEKHH2,Oligo
TMEM189,Oligo
FOLH1B,Oligo
ZNF728,Oligo
COL9A2,Oligo
RP11-546B15.1,Oligo
DNAJC22,Oligo
C11ORF71,Oligo
RP4-668E10.4,Oligo
PEX16,Oligo
PRR5L,Oligo
CHD1L,Oligo
RP11-407G23.7,Oligo
ST3GAL5,Oligo
TMEM258,Oligo
RN7SL419P,Oligo
FAM13C,Oligo
SAMD4B,Oligo
BBX,Oligo
RP11-231C18.1,Oligo
LTN1,Oligo
RP11-285F7.2,Oligo
C12ORF66,Oligo
ZNHIT6,Oligo
PCBP4,Oligo
SH3PXD2A,Oligo
OR2L13,Oligo
RP11-288C18.1,Oligo
BNIP3L,Oligo
RP1-73A14.1,Oligo
ITGB8,Oligo
ACVR1C,Oligo
IFT80,Oligo
GREB1L,Oligo
ACER3,Oligo
NMUR2,Oligo
CSE1L,Oligo
EXOC6B,Oligo
RAP1GDS1,Oligo
BTBD3,Oligo
LRP6,Oligo
RP11-139H14.5,Oligo
RP11-381K20.2,Oligo
ANKRD40,Oligo
LACTB2,Oligo
AC004158.3,Oligo
BVES,Oligo
LINC00706,Oligo
RP11-760H22.2,Oligo
MBNL2,Oligo
ECHDC1,Oligo
C11ORF39,Oligo
PHLDA3,Oligo
CCNE2,Oligo
ZNF415,Oligo
RP11-388P9.2,Oligo
NSDHL,Oligo
ZZZ3,Oligo
ZNF826P,Oligo
TRIM62,Oligo
RP11-277P12.20,Oligo
RP11-809C18.3,Oligo
RP11-320M16.2,Oligo
RP11-1023P17.2,Oligo
CKAP2L,Oligo
RP13-93L13.1,Oligo
FBXL5,Oligo
BTBD16,Oligo
DNM3-IT1,Oligo
RP11-26M5.2,Oligo
CAPN13,Oligo
RPLP1P6,Oligo
SLC45A3,Oligo
PALB2,Oligo
PTP4A2,Oligo
CPNE2,Oligo
UTP15,Oligo
ZC3H13,Oligo
PMP22,Oligo
ENOX2,Oligo
ENDOD1,Oligo
SCARB2,Oligo
PPP6C,Oligo
RP11-523J2.1,Oligo
RP11-61I13.3,Oligo
SGMS2,Oligo
PTPLB,Oligo
AGTPBP1,Oligo
CCDC160,Oligo
NIFK-AS1,Oligo
HS3ST5,Oligo
AGMO,Oligo
CASP8AP2,Oligo
BEST3,Oligo
TRMT13,Oligo
COLGALT2,Oligo
ZNF576,Oligo
AC004603.4,Oligo
LAYN,Oligo
RP11-953B20.1,Oligo
SNX27,Oligo
CTD-2049O4.1,Oligo
SPG20,Oligo
COX5BP6,Oligo
RNASEH2A,Oligo
RFFL,Oligo
JMJD7-PLA2G4B,Oligo
RP11-354P17.15,Oligo
SFT2D1,Oligo
RAB6C-AS1,Oligo
MEX3C,Oligo
LINC01170,Oligo
USP32,Oligo
LINC00237,Oligo
AL109761.5,Oligo
AC007106.1,Oligo
PGM3,Oligo
LINC00601,Oligo
NDE1,Oligo
C1ORF140,Oligo
DPF2,Oligo
TJAP1,Oligo
MCM7,Oligo
MUSK,Oligo
GALR1,Oligo
EMC3-AS1,Oligo
ABHD6,Oligo
MURC,Oligo
CTA-228A9.3,Oligo
HPN,Oligo
VRK2,Oligo
CHN2,Oligo
RP11-115D19.2,Oligo
CDC42EP1,Oligo
CHADL,Oligo
AFMID,Oligo
ENOX1-AS2,Oligo
RP11-243A14.1,Oligo
ZNF506,Oligo
CTD-2058B24.2,Oligo
INPP1,Oligo
SPG20-AS1,Oligo
ZIM2-AS1,Oligo
ERMP1,Oligo
RP11-298E2.2,Oligo
SPDL1,Oligo
TMCC3,Oligo
NHLH2,Oligo
NEK3,Oligo
SPSB1,Oligo
RP11-390E23.6,Oligo
RP1-265C24.5,Oligo
SNRPF,Oligo
FRK,Oligo
CNTF,Oligo
NR0B1,Oligo
ZNF175,Oligo
TMEM139,Oligo
LIN54,Oligo
PLEKHB1,Oligo
RP11-9G1.3,Oligo
NFYB,Oligo
CDC42EP2,Oligo
FCHO1,Oligo
RP11-303E16.3,Oligo
TSPAN15,Oligo
RP11-603B24.1,Oligo
FOXO4,Oligo
ZFP3,Oligo
ZSCAN12P1,Oligo
RASSF2,Oligo
NENF,Oligo
LDLRAP1,Oligo
TMEM151A,Oligo
AL138751.1,Oligo
CIR1P2,Oligo
RP11-96D24.1,Oligo
GZF1,Oligo
RP11-344A5.1,Oligo
PACRG-AS1,Oligo
CLCN3,Oligo
C7ORF25,Oligo
YPEL2,Oligo
MIPEP,Oligo
NKAIN1,Oligo
ITGAE,Oligo
CUEDC1,Oligo
URI1,Oligo
PDIK1L,Oligo
KIF1C,Oligo
CCDC25,Oligo
MTMR2,Oligo
PCNA,Oligo
TCFL5,Oligo
ANP32C,Oligo
C1ORF122,Oligo
OTUD7B,Oligo
CCDC121,Oligo
FAM69A,Oligo
RP11-498C9.15,Oligo
RP11-407G23.4,Oligo
DNAJC21,Oligo
POPDC3,Oligo
SENP2,Oligo
PEX5L-AS2,Oligo
RP11-299G20.5,Oligo
RP11-66B24.7,Oligo
AC079117.1,Oligo
AFG3L1P,Oligo
CACNG4,Oligo
PDHB,Oligo
CTD-2058B24.3,Oligo
RP11-340F14.6,Oligo
GNAZ,Oligo
FAM218A,Oligo
RP11-159M11.2,Oligo
LINC01546,Oligo
CTD-2213F21.2,Oligo
GDNF-AS1,Oligo
PPA1,Oligo
HHIP-AS1,Oligo
NDUFS7,Oligo
TMEM87A,Oligo
WRB,Oligo
EPN2,Oligo
SUGT1,Oligo
RP11-98J23.2,Oligo
AC000068.5,Oligo
GDNF,Oligo
TAOK1,Oligo
SNHG18,Oligo
RP11-946P6.4,Oligo
RP11-716H6.2,Oligo
AGPAT4,Oligo
MKRN3-AS1,Oligo
DYNC1I2P1,Oligo
WDR89,Oligo
NKX6-2,Oligo
LCORL,Oligo
PPP1R21,Oligo
ZBTB6,Oligo
DUSP7,Oligo
RP11-384C4.3,Oligo
PPM1D,Oligo
MAPK8IP1,Oligo
TACR3,Oligo
LHFPL3-AS1,Oligo
KCTD9P4,Oligo
RP11-91I20.3,Oligo
TPRN,Oligo
EVI2A,Oligo
AP000255.6,Oligo
RP11-124A7.1,Oligo
TRAM1L1,Oligo
CLCN4,Oligo
LINC01482,Oligo
ATG3,Oligo
S100B,Oligo
PCDH15,Oligo
LDLRAD4,Oligo
HPN-AS1,Oligo
PYROXD1,Oligo
GPR17,Oligo
TBC1D15,Oligo
RP11-750B16.1,Oligo
NIP7P3,Oligo
LINC01105,Oligo
SOSTDC1,Oligo
WSCD1,Oligo
PALM2,Oligo
LINC01445,Oligo
GAS7,Oligo
NIPA1,Oligo
OMG,Oligo
PTPRD-AS1,Oligo
AMPD3,Oligo
DAAM2,Oligo
RP4-687K1.2,Oligo
FBXO7,Oligo
MIB1,Oligo
FBXO32,Oligo
PAXBP1,Oligo
RP11-149I23.3,Oligo
PIGN,Oligo
RP11-548P2.2,Oligo
MRPL52,Oligo
MXI1,Oligo
RP5-1198O20.4,Oligo
EXOC5,Oligo
RP11-556I13.1,Oligo
PAXBP1-AS1,Oligo
COL9A1,Oligo
SPG21,Oligo
CCDC150,Oligo
TSIX,Oligo
SAPCD2,Oligo
KB-7G2.9,Oligo
RP11-339B21.8,Oligo
RAD51AP1,Oligo
LANCL1-AS1,Oligo
SRD5A3,Oligo
ST3GAL6-AS1,Oligo
KRT18P26,Oligo
RP11-203J24.8,Oligo
LINC00161,Oligo
C2ORF88,Oligo
CDK17,Oligo
TIAF1,Oligo
FMO4,Oligo
TARSL2,Oligo
PCGF6,Oligo
RP11-387A1.6,Oligo
RP1-146A15.1,Oligo
CPB2,Oligo
SPPL3,Oligo
KEL,Oligo
CENPI,Oligo
FAM219A,Oligo
AKTIP,Oligo
MKRN3,Oligo
ASB13,Oligo
TAS2R39,Oligo
RPS6KC1,Oligo
ST3GAL5-AS1,Oligo
KRT8P1,Oligo
AC093590.1,Oligo
RP11-390B4.3,Oligo
SFTPC,Oligo
SERAC1,Oligo
RALA,Oligo
CTD-2576D5.3,Oligo
CCDC13-AS1,Oligo
HAUS2,Oligo
RP11-151G12.2,Oligo
CHST6,Oligo
CTC-459F4.1,Oligo
ANKS6,Oligo
KBTBD2,Oligo
MTRR,Oligo
RASGRP3,Oligo
RP11-66B24.1,Oligo
RP11-374A22.1,Oligo
TPTEP1,Oligo
KLHL31,Oligo
SHB,Oligo
RAB28,Oligo
SET,Oligo
APIP,Oligo
HSD17B3,Oligo
CRADD,Oligo
ARHGEF37,Oligo
RICTOR,Oligo
RTN4,Oligo
ZNF682,Oligo
PNPT1,Oligo
CSRP2BP,Oligo
DNTT,Oligo
CDC42SE2,Oligo
PTMA,Oligo
TMED4,Oligo
RP11-346D14.1,Oligo
DHFRL1,Oligo
RP13-36G14.4,Oligo
ZNF841,Oligo
FANCL,Oligo
ELP5,Oligo
TGFB3,Oligo
FLNC,Oligo
GJC2,Oligo
DIMT1,Oligo
NCAPD2,Oligo
CENPB,Oligo
CTC-366B18.4,Oligo
WDR44,Oligo
NBR1,Oligo
AP002954.3,Oligo
C11ORF54,Oligo
TNR,Oligo
SBDS,Oligo
XXBAC-BPG55C20.7,Oligo
APBA3,Oligo
FAR1,Oligo
IKZF2,Oligo
DIXDC1,Oligo
ZNF268,Oligo
AGPAT4-IT1,Oligo
FKBP7,Oligo
EFS,Oligo
AC109496.1,Oligo
NAP1L6,Oligo
EBAG9,Oligo
MND1,Oligo
ZNF652,Oligo
ANP32BP1,Oligo
THAP5,Oligo
APBB1,Oligo
ATE1,Oligo
AC084149.2,Oligo
SGPL1,Oligo
GABRQ,Oligo
KAT2B,Oligo
LINC00909,Oligo
TEKT3,Oligo
COL8A1,Oligo
FAM222A-AS1,Oligo
RP11-218F4.1,Oligo
RN7SKP56,Oligo
RP5-1044H5.1,Oligo
MAP7D1,Oligo
MTFR1,Oligo
SLC3A1,Oligo
SMIM6,Oligo
USH1C,Oligo
ANGPTL2,Oligo
SMIM5,Oligo
RAB11B-AS1,Oligo
CPB1,Oligo
COMMD3,Oligo
RNF141,Oligo
DTD2,Oligo
TAS2R40,Oligo
TBC1D32,Oligo
PAQR6,Oligo
ZSCAN29,Oligo
POU2AF1,Oligo
RN7SL413P,Oligo
KLRC3,Oligo
PHYHIPL,Oligo
TTC23L,Oligo
NFYA,Oligo
LINC01232,Oligo
CCNJP2,Oligo
RP11-10L12.4,Oligo
TP53TG5,Oligo
RP11-131P10.2,Oligo
CLASP2,Oligo
INSL3,Oligo
RP4-630C24.3,Oligo
ZNF572,Oligo
ARMC1,Oligo
C2ORF27A,Oligo
SYS1-DBNDD2,Oligo
VAMP3,Oligo
DYSF,Oligo
RP11-863H1.1,Oligo
AC091814.2,Oligo
MSH4,Oligo
C1ORF106,Oligo
STK31,Oligo
ST13,Oligo
POLR1B,Oligo
THBS4,Oligo
LPAL2,Oligo
CACNG5,Oligo
MEGF11,Oligo
PTPRD,Oligo
DLL1,Oligo
C11ORF98P1,Oligo
NDUFS5P1,Oligo
TMEM230,Oligo
FAM131B,Oligo
ANAPC5,Oligo
NPC1,Oligo
KCTD4,Oligo
CTC-369A16.2,Oligo
HEBP1,Oligo
LINC00883,Oligo
IFNA11P,Oligo
PPM1B,Oligo
FXR1,Oligo
PTPN11,Oligo
TXNL1,Oligo
RP11-662G23.1,Oligo
SAP18,Oligo
CTD-2517O10.6,Oligo
CLIP2,Oligo
SPATA7,Oligo
POLR2M,Oligo
PRKCQ,Oligo
RP11-296E7.1,Oligo
ANKS1B,Oligo
SOX3,Oligo
RP11-343J18.1,Oligo
RP11-380M21.2,Oligo
VSTM2B,Oligo
ZDHHC11,Oligo
COX6CP13,Oligo
ZGRF1,Oligo
RP11-262H14.3,Oligo
HTATIP2,Oligo
KLRC4-KLRK1,Oligo
PEX5L-AS1,Oligo
RP11-283I3.2,Oligo
GDE1,Oligo
SLC35D2,Oligo
DUSP16,Oligo
RP11-272L13.4,Oligo
ZNF565,Oligo
ZNF664,Oligo
RP11-267C16.2,Oligo
RP11-338N10.1,Oligo
ZNF577,Oligo
SCDP1,Oligo
TWF1P1,Oligo
WDR20,Oligo
HDAC11,Oligo
MTND5P11,Oligo
AKNAD1,Oligo
UBE4B,Oligo
RP1-232L24.3,Oligo
RP11-257I14.1,Oligo
AK7,Oligo
STK32A,Oligo
NKX2-2,Oligo
ENOSF1,Oligo
RP11-14N4.1,Oligo
SPECC1,Oligo
RP11-283C24.1,Oligo
KCNJ2-AS1,Oligo
CPPED1,Oligo
ARHGAP11A,Oligo
GAB2,Oligo
RP11-196E1.3,Oligo
RP11-406O23.2,Oligo
FAM177A1,Oligo
ANKRD28,Oligo
MTF1,Oligo
RP11-446H18.5,Oligo
MGA,Oligo
PRR26,Oligo
KATNAL1,Oligo
YBEY,Oligo
ZNF271P,Oligo
NAPEPLD,Oligo
FCRLA,Oligo
C9ORF170,Oligo
MEX3A,Oligo
RAB3IP,Oligo
FAM73A,Oligo
GDF6,Oligo
CTD-2170G1.2,Oligo
ZNF738,Oligo
RP11-10B2.1,Oligo
PCDH15,OPC
PTPRZ12,OPC
TNR,OPC
PTPRZ1,OPC
BCAN1,OPC
AC004852.2,OPC
RP4-668E10.4,OPC
SMOC1,OPC
DSCAM,OPC
VCAN,OPC
PDGFRA,OPC
SEMA5A,OPC
COL9A1,OPC
LRRC4C,OPC
LUZP2,OPC
EPN2,OPC
XYLT1,OPC
APOD1,OPC
SCD51,OPC
CHST11,OPC
MARCKS,OPC
SOX6,OPC
ABHD2,OPC
NOVA1,OPC
NRCAM5,OPC
AL353784.1,OPC
BCAN,OPC
OLIG2,OPC
MEGF11,OPC
SNX22,OPC
OLIG1,OPC
COL11A1,OPC
LHFPL3-AS1,OPC
KIF13A,OPC
KCNMB2-AS1,OPC
MMP16,OPC
TNK2,OPC
AGAP1,OPC
SLC35F1,OPC
CHL1,OPC
NOVA1-AS1,OPC
OPCML,OPC
CA10,OPC
SDC3,OPC
PLPPR1,OPC
TAOK31,OPC
SCD5,OPC
CSPG5,OPC
STK32A,OPC
LINC00511,OPC
HTRA1,OPC
GPR17,OPC
CCDC50,OPC
NLGN1,OPC
NAV1,OPC
CD81,OPC
DPP6,OPC
CMYA5,OPC
SEZ6L,OPC
SERPINE2,OPC
FERMT1,OPC
OPHN1,OPC
GPR56,OPC
LRP1B,OPC
DNER1,OPC
SOX2-OT,OPC
SETD5,OPC
AL445250.1,OPC
LRP1,OPC
ZEB1,OPC
RP11-161M6.21,OPC
ASIC4,OPC
MAML2,OPC
SLC22A171,OPC
,OPC
NTM,OPC
PTN1,OPC
KAZN,OPC
NCAM12,OPC
NTM6,OPC
CST32,OPC
PSAP,OPC
TAOK3,OPC
C1orf612,OPC
NKAIN3,OPC
COL16A11,OPC
CASK,OPC
BCAS12,OPC
NXPH1,OPC
TMBIM6,OPC
PDZD2,OPC
CPE2,OPC
TMEM132C,OPC
MT32,OPC
HIP1,OPC
ALCAM2,OPC
NAV2,OPC
ATP1A22,OPC
BRINP3,OPC
NRCAM,OPC
GRID2,OPC
PID1,OPC
CSMD3,OPC
SPATA6,OPC
REV3L,OPC
DCC,OPC
ADARB2,OPC
MDGA2,OPC
BCAS1,OPC
KAT2B,OPC
LSAMP,OPC
C1orf61,OPC
FHIT,OPC
ADGRL3,OPC
QKI,OPC
PEAK1,OPC
C10orf11,OPC
PRKCA,OPC
GRIK1,OPC
DGKG,OPC
SCN1A,OPC
ZBTB20,OPC
PDZRN4,OPC
PPP1R9A,OPC
PDE4B,OPC
NPAS3,OPC
ASTN2,OPC
ZNF462,OPC
NLGN4X,OPC
ADAMTS17,OPC
SH3D19,OPC
KCND2,OPC
NCKAP5,OPC
NCAM1,OPC
LRRTM4,OPC
APBB2,OPC
ZSWIM6,OPC
CSMD1,OPC
SNTG1,OPC
NRXN1,OPC
MTSS1,OPC
ASAP1,OPC
SOX5,OPC
RP11-436D23.1,OPC
ALCAM,OPC
FCHSD2,OPC
KIF26B,OPC
CTTNBP2,OPC
FGF12,OPC
RP11-384F7.2,OPC
NCAM2,OPC
SGCD,OPC
KCNQ1OT1,OPC
KLF12,OPC
CDH20,OPC
CSMD2,OPC
RPL13,OPC
XKR4,OPC
LINC01322,OPC
GALNT13,OPC
SHISA9,OPC
CHD7,OPC
1-Mar,OPC
WWOX,OPC
DSCAML1,OPC
ITPR2,OPC
GRM7,OPC
PHLPP1,OPC
GPC6,OPC
COBL,OPC
SORCS3,OPC
NFIA,OPC
SLC24A3,OPC
TCF12,OPC
DOCK10,OPC
SGK1,OPC
NAALADL2,OPC
ATRNL1,OPC